smiles,n_atoms,n_stereocenters,mol_id,diastereomer_id
[H:17][C@:4]1([C:5]([C@:6]([O:8][O:9]1)([H:20])[O:7][H:21])([H:18])[H:19])[C:2]([H:13])([C:1]([H:10])([H:11])[H:12])[C:3]([H:14])([H:15])[H:16],21,2,170,3
[H:12][C@@:4]1([C@:9]([C:8]([C:7]([N:6]([C:5]1([H:13])[H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([H:20])[O:10][H:21])[C:2](=[O:1])[O:3][H:11],21,2,171,1
[H:12][C@:4]1([C@:9]([C:8]([C:7]([N:6]([C:5]1([H:13])[H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([H:20])[O:10][H:21])[C:2](=[O:1])[O:3][H:11],21,2,171,2
[H:12][C@@:4]1([C@@:9]([C:8]([C:7]([N:6]([C:5]1([H:13])[H:14])[H:15])([H:16])[H:17])([H:18])[H:19])([H:20])[O:10][H:21])[C:2](=[O:1])[O:3][H:11],21,2,171,3
[H:11][C@@:3]1([C@:9]([N:8]([C@:6]([N:5]([C:4]1([H:12])[H:13])[H:14])([H:15])[N:7]([H:16])[H:17])[H:18])([H:19])[N:10]([H:20])[H:21])[C:2]#[N:1],21,3,172,1
[H:11][C@:3]1([C@:9]([N:8]([C@:6]([N:5]([C:4]1([H:12])[H:13])[H:14])([H:15])[N:7]([H:16])[H:17])[H:18])([H:19])[N:10]([H:20])[H:21])[C:2]#[N:1],21,3,172,2
[H:11][C@@:3]1([C@:9]([N:8]([C@@:6]([N:5]([C:4]1([H:12])[H:13])[H:14])([H:15])[N:7]([H:16])[H:17])[H:18])([H:19])[N:10]([H:20])[H:21])[C:2]#[N:1],21,3,172,3
[H:11][C@:3]1([C@:9]([N:8]([C@@:6]([N:5]([C:4]1([H:12])[H:13])[H:14])([H:15])[N:7]([H:16])[H:17])[H:18])([H:19])[N:10]([H:20])[H:21])[C:2]#[N:1],21,3,172,4
[H:11][C@@:3]1([C@@:9]([N:8]([C@:6]([N:5]([C:4]1([H:12])[H:13])[H:14])([H:15])[N:7]([H:16])[H:17])[H:18])([H:19])[N:10]([H:20])[H:21])[C:2]#[N:1],21,3,172,5
[H:11][C@:3]1([C@@:9]([N:8]([C@:6]([N:5]([C:4]1([H:12])[H:13])[H:14])([H:15])[N:7]([H:16])[H:17])[H:18])([H:19])[N:10]([H:20])[H:21])[C:2]#[N:1],21,3,172,6
[H:11][C@@:3]1([C@@:9]([N:8]([C@@:6]([N:5]([C:4]1([H:12])[H:13])[H:14])([H:15])[N:7]([H:16])[H:17])[H:18])([H:19])[N:10]([H:20])[H:21])[C:2]#[N:1],21,3,172,7
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[C@:5]2([C@:3]([O:4]2)([H:15])[C:2]([H:13])([H:14])[O:1][H:12])[H:16])[H:17])[H:18],21,2,173,1
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[C@:5]2([C@@:3]([O:4]2)([H:15])[C:2]([H:13])([H:14])[O:1][H:12])[H:16])[H:17])[H:18],21,2,173,2
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[C@@:5]2([C@:3]([O:4]2)([H:15])[C:2]([H:13])([H:14])[O:1][H:12])[H:16])[H:17])[H:18],21,2,173,3
[H:14][C@:3]1([C:4]([C:5]([P@:6](=[O:7])([C:9]1([H:20])[H:21])[O:8][H:19])([H:17])[H:18])([H:15])[H:16])[C:2]([H:12])([H:13])[N:1]([H:10])[H:11],21,2,174,1
[H:14][C@@:3]1([C:4]([C:5]([P@:6](=[O:7])([C:9]1([H:20])[H:21])[O:8][H:19])([H:17])[H:18])([H:15])[H:16])[C:2]([H:12])([H:13])[N:1]([H:10])[H:11],21,2,174,2
[H:14][C@:3]1([C:4]([C:5]([P@@:6](=[O:7])([C:9]1([H:20])[H:21])[O:8][H:19])([H:17])[H:18])([H:15])[H:16])[C:2]([H:12])([H:13])[N:1]([H:10])[H:11],21,2,174,3
[H:20][C@:9]1([C@:7]([C@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,1
[H:20][C@:9]1([C@:7]([C@:5]([N:4]([C:3]([C@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,2
[H:20][C@:9]1([C@:7]([C@@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,3
[H:20][C@:9]1([C@:7]([C@@:5]([N:4]([C:3]([C@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,4
[H:20][C@:9]1([C@@:7]([C@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,5
[H:20][C@:9]1([C@@:7]([C@:5]([N:4]([C:3]([C@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,6
[H:20][C@:9]1([C@@:7]([C@@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,7
[H:20][C@:9]1([C@@:7]([C@@:5]([N:4]([C:3]([C@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,8
[H:20][C@@:9]1([C@:7]([C@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,9
[H:20][C@@:9]1([C@:7]([C@:5]([N:4]([C:3]([C@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,10
[H:20][C@@:9]1([C@:7]([C@@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,11
[H:20][C@@:9]1([C@:7]([C@@:5]([N:4]([C:3]([C@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,12
[H:20][C@@:9]1([C@@:7]([C@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,13
[H:20][C@@:9]1([C@@:7]([C@:5]([N:4]([C:3]([C@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,14
[H:20][C@@:9]1([C@@:7]([C@@:5]([N:4]([C:3]([C@@:2]1([H:12])[O:1][H:11])([H:13])[H:14])[H:15])([H:16])[O:6][H:17])([H:18])[O:8][H:19])[O:10][H:21],21,4,175,15
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[S:5][C@:4]2([C@:2]([C:3]2([H:14])[H:15])([H:13])[O:1][H:12])[H:16])[H:17])[H:18],21,2,176,1
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[S:5][C@:4]2([C@@:2]([C:3]2([H:14])[H:15])([H:13])[O:1][H:12])[H:16])[H:17])[H:18],21,2,176,2
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[S:5][C@@:4]2([C@:2]([C:3]2([H:14])[H:15])([H:13])[O:1][H:12])[H:16])[H:17])[H:18],21,2,176,3
[H:18][C@:7]1([C:6]([O:5][C@@:4]([O:10]1)([H:15])[C@@:2]([H:14])([C:1]([H:11])([H:12])[H:13])[I:3])([H:16])[H:17])[C:8]([H:19])([H:20])[O:9][H:21],21,3,177,1
[H:18][C@:7]1([C:6]([O:5][C@@:4]([O:10]1)([H:15])[C@:2]([H:14])([C:1]([H:11])([H:12])[H:13])[I:3])([H:16])[H:17])[C:8]([H:19])([H:20])[O:9][H:21],21,3,177,2
[H:18][C@:7]1([C:6]([O:5][C@:4]([O:10]1)([H:15])[C@@:2]([H:14])([C:1]([H:11])([H:12])[H:13])[I:3])([H:16])[H:17])[C:8]([H:19])([H:20])[O:9][H:21],21,3,177,3
[H:18][C@:7]1([C:6]([O:5][C@:4]([O:10]1)([H:15])[C@:2]([H:14])([C:1]([H:11])([H:12])[H:13])[I:3])([H:16])[H:17])[C:8]([H:19])([H:20])[O:9][H:21],21,3,177,4
[H:18][C@@:7]1([C:6]([O:5][C@@:4]([O:10]1)([H:15])[C@@:2]([H:14])([C:1]([H:11])([H:12])[H:13])[I:3])([H:16])[H:17])[C:8]([H:19])([H:20])[O:9][H:21],21,3,177,5
[H:18][C@@:7]1([C:6]([O:5][C@@:4]([O:10]1)([H:15])[C@:2]([H:14])([C:1]([H:11])([H:12])[H:13])[I:3])([H:16])[H:17])[C:8]([H:19])([H:20])[O:9][H:21],21,3,177,6
[H:18][C@@:7]1([C:6]([O:5][C@:4]([O:10]1)([H:15])[C@@:2]([H:14])([C:1]([H:11])([H:12])[H:13])[I:3])([H:16])[H:17])[C:8]([H:19])([H:20])[O:9][H:21],21,3,177,7
[H:14][C@@:5]([C:7]([H:16])([H:17])[C:8]([H:18])([H:19])[N:9]([H:20])[H:21])([O:6][H:15])[P@@:2](=[O:3])([C:1]([H:10])([H:11])[H:12])[O:4][H:13],21,2,178,1
[H:14][C@@:5]([C:7]([H:16])([H:17])[C:8]([H:18])([H:19])[N:9]([H:20])[H:21])([O:6][H:15])[P@:2](=[O:3])([C:1]([H:10])([H:11])[H:12])[O:4][H:13],21,2,178,2
[H:14][C@:5]([C:7]([H:16])([H:17])[C:8]([H:18])([H:19])[N:9]([H:20])[H:21])([O:6][H:15])[P@@:2](=[O:3])([C:1]([H:10])([H:11])[H:12])[O:4][H:13],21,2,178,3
[H:17][C@:5]([C:7](=[O:8])[O:9][H:21])([C@@:2]([H:13])([C:1]([H:10])([H:11])[H:12])[C:3]([H:14])([H:15])[O:4][H:16])[C:6]([H:18])([H:19])[H:20],21,2,179,1
[H:17][C@:5]([C:7](=[O:8])[O:9][H:21])([C@:2]([H:13])([C:1]([H:10])([H:11])[H:12])[C:3]([H:14])([H:15])[O:4][H:16])[C:6]([H:18])([H:19])[H:20],21,2,179,2
[H:17][C@@:5]([C:7](=[O:8])[O:9][H:21])([C@@:2]([H:13])([C:1]([H:10])([H:11])[H:12])[C:3]([H:14])([H:15])[O:4][H:16])[C:6]([H:18])([H:19])[H:20],21,2,179,3
[H:16][C@:6]([C:8]([H:18])([H:19])[N:9]([H:20])[H:21])([C:5]([H:14])([H:15])[P@@:2](=[O:3])([C:1]([H:10])([H:11])[H:12])[O:4][H:13])[O:7][H:17],21,2,180,1
[H:16][C@:6]([C:8]([H:18])([H:19])[N:9]([H:20])[H:21])([C:5]([H:14])([H:15])[P@:2](=[O:3])([C:1]([H:10])([H:11])[H:12])[O:4][H:13])[O:7][H:17],21,2,180,2
[H:16][C@@:6]([C:8]([H:18])([H:19])[N:9]([H:20])[H:21])([C:5]([H:14])([H:15])[P@@:2](=[O:3])([C:1]([H:10])([H:11])[H:12])[O:4][H:13])[O:7][H:17],21,2,180,3
[H:15][C@:5]12[C:4]([C:3]([C:2](=[O:1])[N:10]1[C@:8]([C:7]([C:6]2([H:16])[H:17])([H:18])[H:19])([H:20])[O:9][H:21])([H:11])[H:12])([H:13])[H:14],21,2,181,1
[H:15][C@@:5]12[C:4]([C:3]([C:2](=[O:1])[N:10]1[C@:8]([C:7]([C:6]2([H:16])[H:17])([H:18])[H:19])([H:20])[O:9][H:21])([H:11])[H:12])([H:13])[H:14],21,2,181,2
[H:15][C@:5]12[C:4]([C:3]([C:2](=[O:1])[N:10]1[C@@:8]([C:7]([C:6]2([H:16])[H:17])([H:18])[H:19])([H:20])[O:9][H:21])([H:11])[H:12])([H:13])[H:14],21,2,181,3
[H:17][C@:5]([C:4]([H:15])([H:16])[C:3]([H:13])([H:14])[S:2][C:1]([H:10])([H:11])[H:12])([N:6]([H:18])[H:19])[P@:7](=[O:8])([H:20])[O:9][H:21],21,2,182,1
[H:17][C@@:5]([C:4]([H:15])([H:16])[C:3]([H:13])([H:14])[S:2][C:1]([H:10])([H:11])[H:12])([N:6]([H:18])[H:19])[P@:7](=[O:8])([H:20])[O:9][H:21],21,2,182,2
[H:17][C@:5]([C:4]([H:15])([H:16])[C:3]([H:13])([H:14])[S:2][C:1]([H:10])([H:11])[H:12])([N:6]([H:18])[H:19])[P@@:7](=[O:8])([H:20])[O:9][H:21],21,2,182,3
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[C@@:4]2([C@:2]([C:3]2([H:15])[H:16])([H:14])[N:1]([H:12])[H:13])[F:5])[H:17])[H:18],21,2,183,1
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[C@@:4]2([C@@:2]([C:3]2([H:15])[H:16])([H:14])[N:1]([H:12])[H:13])[F:5])[H:17])[H:18],21,2,183,2
[H:19][c:9]1[c:8]([c:7]([c:6]([c:11]([c:10]1[H:20])[H:21])[C@:4]2([C@:2]([C:3]2([H:15])[H:16])([H:14])[N:1]([H:12])[H:13])[F:5])[H:17])[H:18],21,2,183,3
[H:18][C@@:7]1([C@@:9]([C@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,1
[H:18][C@@:7]1([C@@:9]([C@@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,2
[H:18][C@@:7]1([C@@:9]([C@:2]([O:3][C:4]([C@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,3
[H:18][C@@:7]1([C@@:9]([C@@:2]([O:3][C:4]([C@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,4
[H:18][C@:7]1([C@@:9]([C@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,5
[H:18][C@:7]1([C@@:9]([C@@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,6
[H:18][C@:7]1([C@@:9]([C@:2]([O:3][C:4]([C@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,7
[H:18][C@:7]1([C@@:9]([C@@:2]([O:3][C:4]([C@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,8
[H:18][C@@:7]1([C@:9]([C@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,9
[H:18][C@@:7]1([C@:9]([C@@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,10
[H:18][C@@:7]1([C@:9]([C@:2]([O:3][C:4]([C@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,11
[H:18][C@@:7]1([C@:9]([C@@:2]([O:3][C:4]([C@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,12
[H:18][C@:7]1([C@:9]([C@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,13
[H:18][C@:7]1([C@:9]([C@@:2]([O:3][C:4]([C@@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,14
[H:18][C@:7]1([C@:9]([C@:2]([O:3][C:4]([C@:5]1([H:16])[O:6][H:17])([H:14])[H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])[O:8][H:19],21,4,184,15
[H:16][c:6]1[c:5]([c:4]([c:3]([c:8]([c:7]1[H:17])[H:18])[C@:2]2([C@:10]([C:9]2([H:19])[H:20])([H:21])[F:11])[N:1]([H:12])[H:13])[H:14])[H:15],21,2,185,1
[H:16][c:6]1[c:5]([c:4]([c:3]([c:8]([c:7]1[H:17])[H:18])[C@@:2]2([C@:10]([C:9]2([H:19])[H:20])([H:21])[F:11])[N:1]([H:12])[H:13])[H:14])[H:15],21,2,185,2
[H:16][c:6]1[c:5]([c:4]([c:3]([c:8]([c:7]1[H:17])[H:18])[C@:2]2([C@@:10]([C:9]2([H:19])[H:20])([H:21])[F:11])[N:1]([H:12])[H:13])[H:14])[H:15],21,2,185,3
[H:12][C@:4]1([C:5]([C:6]([C:7]([N:8]([C:9]1([H:20])[H:21])[H:19])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])[P@:2](=[O:1])([H:10])[O:3][H:11],21,2,186,1
[H:12][C@:4]1([C:5]([C:6]([C:7]([N:8]([C:9]1([H:20])[H:21])[H:19])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])[P@@:2](=[O:1])([H:10])[O:3][H:11],21,2,186,2
[H:12][C@@:4]1([C:5]([C:6]([C:7]([N:8]([C:9]1([H:20])[H:21])[H:19])([H:17])[H:18])([H:15])[H:16])([H:13])[H:14])[P@:2](=[O:1])([H:10])[O:3][H:11],21,2,186,3
[H:5][C@:4]1([C@:8]([C:7]([C:6]1([H:16])[H:17])([H:18])[H:19])([H:9])[N:10]([H:20])[H:21])[C:3]([H:14])([H:15])[O:2][C:1]([H:11])([H:12])[H:13],21,2,187,1
[H:5][C@:4]1([C@@:8]([C:7]([C:6]1([H:16])[H:17])([H:18])[H:19])([H:9])[N:10]([H:20])[H:21])[C:3]([H:14])([H:15])[O:2][C:1]([H:11])([H:12])[H:13],21,2,187,2
[H:5][C@@:4]1([C@:8]([C:7]([C:6]1([H:16])[H:17])([H:18])[H:19])([H:9])[N:10]([H:20])[H:21])[C:3]([H:14])([H:15])[O:2][C:1]([H:11])([H:12])[H:13],21,2,187,3
[H:18][C@:7]1([C@:5]([C@:3]([C:2]([C@:9]1([H:20])[O:10][H:21])([H:13])[N:1]([H:11])[H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[O:8][H:19],21,4,188,1
[H:18][C@:7]1([C@:5]([C@@:3]([C:2]([C@:9]1([H:20])[O:10][H:21])([H:13])[N:1]([H:11])[H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[O:8][H:19],21,4,188,2
[H:18][C@:7]1([C@@:5]([C@:3]([C:2]([C@:9]1([H:20])[O:10][H:21])([H:13])[N:1]([H:11])[H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[O:8][H:19],21,4,188,3
[H:16][C@:5]1([C@@:7]([C@@:9]([C:2]([C@:3]1([H:14])[O:4][H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])[O:6][H:17],21,4,188,4
[H:18][C@@:7]1([C@:5]([C@:3]([C:2]([C@:9]1([H:20])[O:10][H:21])([H:13])[N:1]([H:11])[H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[O:8][H:19],21,4,188,5
[H:16][C@@:5]1([C@:7]([C@@:9]([C:2]([C@:3]1([H:14])[O:4][H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])[O:6][H:17],21,4,188,6
[H:16][C@:5]1([C@:7]([C@@:9]([C:2]([C@@:3]1([H:14])[O:4][H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])[O:6][H:17],21,4,188,7
[H:18][C@:7]1([C@:5]([C@:3]([C:2]([C@@:9]1([H:20])[O:10][H:21])([H:13])[N:1]([H:11])[H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[O:8][H:19],21,4,188,8
[H:16][C@:5]1([C@@:7]([C@:9]([C:2]([C@@:3]1([H:14])[O:4][H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])[O:6][H:17],21,4,188,9
[H:16][C@@:5]1([C@:7]([C@:9]([C:2]([C@@:3]1([H:14])[O:4][H:15])([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])[O:6][H:17],21,4,188,10
[H:14][C:3]1=[C:4]([C@@:5]([C@@:7]([C@@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,1
[H:14][C:3]1=[C:4]([C@@:5]([C@@:7]([C@@:9]([C@@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,2
[H:14][C:3]1=[C:4]([C@:5]([C@@:7]([C@@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,3
[H:14][C:3]1=[C:4]([C@:5]([C@@:7]([C@@:9]([C@@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,4
[H:14][C:3]1=[C:4]([C@@:5]([C@:7]([C@@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,5
[H:14][C:3]1=[C:4]([C@@:5]([C@:7]([C@@:9]([C@@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,6
[H:14][C:3]1=[C:4]([C@:5]([C@:7]([C@@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,7
[H:14][C:3]1=[C:4]([C@:5]([C@:7]([C@@:9]([C@@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,8
[H:14][C:3]1=[C:4]([C@@:5]([C@@:7]([C@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,9
[H:14][C:3]1=[C:4]([C@@:5]([C@@:7]([C@:9]([C@@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,10
[H:14][C:3]1=[C:4]([C@:5]([C@@:7]([C@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,11
[H:14][C:3]1=[C:4]([C@:5]([C@@:7]([C@:9]([C@@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,12
[H:14][C:3]1=[C:4]([C@@:5]([C@:7]([C@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,13
[H:14][C:3]1=[C:4]([C@@:5]([C@:7]([C@:9]([C@@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,14
[H:14][C:3]1=[C:4]([C@:5]([C@:7]([C@:9]([C@:2]1([H:13])[N:1]([H:11])[H:12])([H:20])[O:10][H:21])([H:18])[O:8][H:19])([H:16])[O:6][H:17])[H:15],21,4,189,15
[H:19][C:7]1=[C:6]([N:10]=[C:9]([N:8]1[H:20])[H:21])[C@:5]2([C@:3]([C:4]2([H:16])[H:17])([H:15])[C:2]([H:13])([H:14])[N:1]([H:11])[H:12])[H:18],21,2,190,1
[H:19][C:7]1=[C:6]([N:10]=[C:9]([N:8]1[H:20])[H:21])[C@:5]2([C@@:3]([C:4]2([H:16])[H:17])([H:15])[C:2]([H:13])([H:14])[N:1]([H:11])[H:12])[H:18],21,2,190,2
[H:19][C:7]1=[C:6]([N:10]=[C:9]([N:8]1[H:20])[H:21])[C@@:5]2([C@:3]([C:4]2([H:16])[H:17])([H:15])[C:2]([H:13])([H:14])[N:1]([H:11])[H:12])[H:18],21,2,190,3
[H:14][C@@:4]12[C:5](=[O:6])[N:7]([C:8]([C@:9]1([C:10]([N:11]([C:2](=[O:1])[C:3]2([H:12])[H:13])[H:21])([H:19])[H:20])[H:18])([H:16])[H:17])[H:15],21,2,191,1
[H:14][C@:4]12[C:5](=[O:6])[N:7]([C:8]([C@:9]1([C:10]([N:11]([C:2](=[O:1])[C:3]2([H:12])[H:13])[H:21])([H:19])[H:20])[H:18])([H:16])[H:17])[H:15],21,2,191,2
[H:14][C@@:4]12[C:5](=[O:6])[N:7]([C:8]([C@@:9]1([C:10]([N:11]([C:2](=[O:1])[C:3]2([H:12])[H:13])[H:21])([H:19])[H:20])[H:18])([H:16])[H:17])[H:15],21,2,191,3
[H:19][C@:9]12[C@@:7]([O:8]1)([C@:5]([C@:3]([C@@:2]([C@:10]2([H:20])[O:11][H:21])([H:13])[O:1][H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[H:18],21,6,192,1
[H:19][C@:9]12[C@@:7]([O:8]1)([C@:5]([C@:3]([C@:2]([C@:10]2([H:20])[O:11][H:21])([H:13])[O:1][H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[H:18],21,6,192,2
[H:19][C@:9]12[C@@:7]([O:8]1)([C@:5]([C@@:3]([C@@:2]([C@:10]2([H:20])[O:11][H:21])([H:13])[O:1][H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[H:18],21,6,192,3
[H:19][C@:9]12[C@@:7]([O:8]1)([C@:5]([C@@:3]([C@:2]([C@:10]2([H:20])[O:11][H:21])([H:13])[O:1][H:12])([H:14])[O:4][H:15])([H:16])[O:6][H:17])[H:18],21,6,192,4
