smiles,n_atoms,n_stereocenters,mol_id,diastereomer_id
[H:27][C@@:10]1([C:11]([C:12]([C:13]([O:14]1)([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])[C@@:2]([H:18])([C:1]([H:15])([H:16])[H:17])[N:3]([H:19])[C:4]([H:20])([H:21])[C:5]2([O:6][C:7]([C:8]([O:9]2)([H:25])[H:26])([H:23])[H:24])[H:22],33,2,783,3
[H:30][C@@:12]1([C@:7]([C:8]([C:9]([C:10]([C:11]1([H:28])[H:29])([H:26])[H:27])([H:24])[H:25])([H:22])[H:23])([H:21])[N:6]([H:20])[C:5]([H:18])([H:19])[C:3](=[O:4])[O:2][C:1]([H:15])([H:16])[H:17])[C:13]([H:31])([H:32])[O:14][H:33],33,2,784,1
[H:30][C@@:12]1([C@@:7]([C:8]([C:9]([C:10]([C:11]1([H:28])[H:29])([H:26])[H:27])([H:24])[H:25])([H:22])[H:23])([H:21])[N:6]([H:20])[C:5]([H:18])([H:19])[C:3](=[O:4])[O:2][C:1]([H:15])([H:16])[H:17])[C:13]([H:31])([H:32])[O:14][H:33],33,2,784,2
[H:30][C@:12]1([C@:7]([C:8]([C:9]([C:10]([C:11]1([H:28])[H:29])([H:26])[H:27])([H:24])[H:25])([H:22])[H:23])([H:21])[N:6]([H:20])[C:5]([H:18])([H:19])[C:3](=[O:4])[O:2][C:1]([H:15])([H:16])[H:17])[C:13]([H:31])([H:32])[O:14][H:33],33,2,784,3
[H:23][C@@:7]([C:8]([H:24])([H:25])[H:26])([C:6]([H:21])([H:22])[O:5][C@@:3]([H:19])([C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[O:4][H:20])[O:9][C@:10]([H:27])([C:12]([H:29])([H:30])[C:13]([H:31])([H:32])[H:33])[O:11][H:28],33,3,785,1
[H:23][C@@:7]([C:8]([H:24])([H:25])[H:26])([C:6]([H:21])([H:22])[O:5][C@:3]([H:19])([C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[O:4][H:20])[O:9][C@:10]([H:27])([C:12]([H:29])([H:30])[C:13]([H:31])([H:32])[H:33])[O:11][H:28],33,3,785,2
[H:23][C@:7]([C:8]([H:24])([H:25])[H:26])([C:6]([H:21])([H:22])[O:5][C@@:3]([H:19])([C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[O:4][H:20])[O:9][C@:10]([H:27])([C:12]([H:29])([H:30])[C:13]([H:31])([H:32])[H:33])[O:11][H:28],33,3,785,3
[H:23][C@:7]([C:8]([H:24])([H:25])[H:26])([C:6]([H:21])([H:22])[O:5][C@:3]([H:19])([C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[O:4][H:20])[O:9][C@:10]([H:27])([C:12]([H:29])([H:30])[C:13]([H:31])([H:32])[H:33])[O:11][H:28],33,3,785,4
[H:23][C@@:7]([C:8]([H:24])([H:25])[H:26])([C:6]([H:21])([H:22])[O:5][C@@:3]([H:19])([C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[O:4][H:20])[O:9][C@@:10]([H:27])([C:12]([H:29])([H:30])[C:13]([H:31])([H:32])[H:33])[O:11][H:28],33,3,785,5
[H:23][C@@:7]([C:8]([H:24])([H:25])[H:26])([C:6]([H:21])([H:22])[O:5][C@:3]([H:19])([C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[O:4][H:20])[O:9][C@@:10]([H:27])([C:12]([H:29])([H:30])[C:13]([H:31])([H:32])[H:33])[O:11][H:28],33,3,785,6
[H:23][C@:7]([C:8]([H:24])([H:25])[H:26])([C:6]([H:21])([H:22])[O:5][C@@:3]([H:19])([C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[O:4][H:20])[O:9][C@@:10]([H:27])([C:12]([H:29])([H:30])[C:13]([H:31])([H:32])[H:33])[O:11][H:28],33,3,785,7
[H:30][C@@:9]1([C:13]([S:14][C@:7]([N:8]1[H:29])([H:28])[C:6]([H:26])([H:27])[C:5]([H:24])([H:25])[C:4]([H:22])([H:23])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[H:33])[C:10](=[O:11])[O:12][H:31],33,2,786,1
[H:30][C@@:9]1([C:13]([S:14][C@@:7]([N:8]1[H:29])([H:28])[C:6]([H:26])([H:27])[C:5]([H:24])([H:25])[C:4]([H:22])([H:23])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[H:33])[C:10](=[O:11])[O:12][H:31],33,2,786,2
[H:30][C@:9]1([C:13]([S:14][C@:7]([N:8]1[H:29])([H:28])[C:6]([H:26])([H:27])[C:5]([H:24])([H:25])[C:4]([H:22])([H:23])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[H:33])[C:10](=[O:11])[O:12][H:31],33,2,786,3
[H:32][C:12]1=[C:13]([S:14][C:10](=[C:11]1[H:31])[C@:8]([H:27])([C:9]([H:28])([H:29])[H:30])[C:7]([H:25])([H:26])[N:6]([H:24])[C@:4]([H:20])([C:5]([H:21])([H:22])[H:23])[C:3]([H:18])([H:19])[O:2][C:1]([H:15])([H:16])[H:17])[H:33],33,2,787,1
[H:32][C:12]1=[C:13]([S:14][C:10](=[C:11]1[H:31])[C@:8]([H:27])([C:9]([H:28])([H:29])[H:30])[C:7]([H:25])([H:26])[N:6]([H:24])[C@@:4]([H:20])([C:5]([H:21])([H:22])[H:23])[C:3]([H:18])([H:19])[O:2][C:1]([H:15])([H:16])[H:17])[H:33],33,2,787,2
[H:32][C:12]1=[C:13]([S:14][C:10](=[C:11]1[H:31])[C@@:8]([H:27])([C:9]([H:28])([H:29])[H:30])[C:7]([H:25])([H:26])[N:6]([H:24])[C@:4]([H:20])([C:5]([H:21])([H:22])[H:23])[C:3]([H:18])([H:19])[O:2][C:1]([H:15])([H:16])[H:17])[H:33],33,2,787,3
[H:21][C@:4]12[C:13](=[N:12][C@:11]3([C@:6]([S:5]1)([C:7]([C:8]([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:31])[C:14]([C:1]([C:2]([C:3]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])([H:32])[H:33],33,3,788,1
[H:21][C@@:4]12[C:13](=[N:12][C@:11]3([C@:6]([S:5]1)([C:7]([C:8]([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:31])[C:14]([C:1]([C:2]([C:3]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])([H:32])[H:33],33,3,788,2
[H:21][C@:4]12[C:13](=[N:12][C@:11]3([C@@:6]([S:5]1)([C:7]([C:8]([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:31])[C:14]([C:1]([C:2]([C:3]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])([H:32])[H:33],33,3,788,3
[H:21][C@@:4]12[C:13](=[N:12][C@:11]3([C@@:6]([S:5]1)([C:7]([C:8]([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:31])[C:14]([C:1]([C:2]([C:3]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])([H:32])[H:33],33,3,788,4
[H:21][C@:4]12[C:13](=[N:12][C@@:11]3([C@:6]([S:5]1)([C:7]([C:8]([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:31])[C:14]([C:1]([C:2]([C:3]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])([H:32])[H:33],33,3,788,5
[H:21][C@@:4]12[C:13](=[N:12][C@@:11]3([C@:6]([S:5]1)([C:7]([C:8]([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:31])[C:14]([C:1]([C:2]([C:3]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])([H:32])[H:33],33,3,788,6
[H:21][C@:4]12[C:13](=[N:12][C@@:11]3([C@@:6]([S:5]1)([C:7]([C:8]([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])[H:22])[H:31])[C:14]([C:1]([C:2]([C:3]2([H:19])[H:20])([H:17])[H:18])([H:15])[H:16])([H:32])[H:33],33,3,788,7
[H:31][c:11]1[c:10]([c:9]([c:14]([n:13][c:12]1[H:32])[H:33])[C:8]([H:28])([H:29])[C:7]([H:26])([H:27])[C@@:6]2([C:5]([C:4]([C@@:3]([O:15]2)([H:20])[C:2]([H:18])([H:19])[N:1]([H:16])[H:17])([H:21])[H:22])([H:23])[H:24])[H:25])[H:30],33,2,789,1
[H:31][c:11]1[c:10]([c:9]([c:14]([n:13][c:12]1[H:32])[H:33])[C:8]([H:28])([H:29])[C:7]([H:26])([H:27])[C@@:6]2([C:5]([C:4]([C@:3]([O:15]2)([H:20])[C:2]([H:18])([H:19])[N:1]([H:16])[H:17])([H:21])[H:22])([H:23])[H:24])[H:25])[H:30],33,2,789,2
[H:31][c:11]1[c:10]([c:9]([c:14]([n:13][c:12]1[H:32])[H:33])[C:8]([H:28])([H:29])[C:7]([H:26])([H:27])[C@:6]2([C:5]([C:4]([C@@:3]([O:15]2)([H:20])[C:2]([H:18])([H:19])[N:1]([H:16])[H:17])([H:21])[H:22])([H:23])[H:24])[H:25])[H:30],33,2,789,3
[H:26][C@@:9]12[C@:13]([N:5]([C:6](=[O:7])[C:8]1([H:24])[H:25])[C:4]([H:22])([H:23])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([O:12][C:11]([C:10]2([H:27])[H:28])([H:29])[H:30])[C:14]([H:31])([H:32])[H:33],33,2,790,1
[H:26][C@:9]12[C@:13]([N:5]([C:6](=[O:7])[C:8]1([H:24])[H:25])[C:4]([H:22])([H:23])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([O:12][C:11]([C:10]2([H:27])[H:28])([H:29])[H:30])[C:14]([H:31])([H:32])[H:33],33,2,790,2
[H:26][C@@:9]12[C@@:13]([N:5]([C:6](=[O:7])[C:8]1([H:24])[H:25])[C:4]([H:22])([H:23])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([O:12][C:11]([C:10]2([H:27])[H:28])([H:29])[H:30])[C:14]([H:31])([H:32])[H:33],33,2,790,3
[H:25][C@:9]1([C:10]([C:11]([C:12]([C:13]([O:14]1)([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])([H:26])[H:27])[C:8]([H:23])([H:24])[C:6](=[O:7])[N:5]([H:22])[C@@:2]([H:18])([C:1]([H:15])([H:16])[H:17])[C:3]([H:19])([H:20])[O:4][H:21],33,2,791,1
[H:25][C@:9]1([C:10]([C:11]([C:12]([C:13]([O:14]1)([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])([H:26])[H:27])[C:8]([H:23])([H:24])[C:6](=[O:7])[N:5]([H:22])[C@:2]([H:18])([C:1]([H:15])([H:16])[H:17])[C:3]([H:19])([H:20])[O:4][H:21],33,2,791,2
[H:25][C@@:9]1([C:10]([C:11]([C:12]([C:13]([O:14]1)([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])([H:26])[H:27])[C:8]([H:23])([H:24])[C:6](=[O:7])[N:5]([H:22])[C@@:2]([H:18])([C:1]([H:15])([H:16])[H:17])[C:3]([H:19])([H:20])[O:4][H:21],33,2,791,3
[H:27][C@:10]1([C:11]([C:12]([C:13]([O:14]1)([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])[C:9]([H:25])([H:26])[C:8]([H:23])([H:24])[C:6](=[O:7])[N:5]([H:22])[C:4]([H:20])([H:21])[C@@:2]([H:18])([C:1]([H:15])([H:16])[H:17])[O:3][H:19],33,2,792,1
[H:27][C@:10]1([C:11]([C:12]([C:13]([O:14]1)([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])[C:9]([H:25])([H:26])[C:8]([H:23])([H:24])[C:6](=[O:7])[N:5]([H:22])[C:4]([H:20])([H:21])[C@:2]([H:18])([C:1]([H:15])([H:16])[H:17])[O:3][H:19],33,2,792,2
[H:27][C@@:10]1([C:11]([C:12]([C:13]([O:14]1)([H:32])[H:33])([H:30])[H:31])([H:28])[H:29])[C:9]([H:25])([H:26])[C:8]([H:23])([H:24])[C:6](=[O:7])[N:5]([H:22])[C:4]([H:20])([H:21])[C@@:2]([H:18])([C:1]([H:15])([H:16])[H:17])[O:3][H:19],33,2,792,3
[H:31][c:12]1[c:13]([c:14]([n:15][c:10]([c:11]1[H:30])[O:9][C@:8]2([C@:4]([C:5]([C:6]([C:7]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:22])[N:2]([C:1]([H:16])([H:17])[H:18])[C:3]([H:19])([H:20])[H:21])[H:29])[H:33])[H:32],33,2,793,1
[H:31][c:12]1[c:13]([c:14]([n:15][c:10]([c:11]1[H:30])[O:9][C@:8]2([C@@:4]([C:5]([C:6]([C:7]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:22])[N:2]([C:1]([H:16])([H:17])[H:18])[C:3]([H:19])([H:20])[H:21])[H:29])[H:33])[H:32],33,2,793,2
[H:31][c:12]1[c:13]([c:14]([n:15][c:10]([c:11]1[H:30])[O:9][C@@:8]2([C@:4]([C:5]([C:6]([C:7]2([H:27])[H:28])([H:25])[H:26])([H:23])[H:24])([H:22])[N:2]([C:1]([H:16])([H:17])[H:18])[C:3]([H:19])([H:20])[H:21])[H:29])[H:33])[H:32],33,2,793,3
[H:31][C@@:12]1([C@:2]([O:3][C:4]2([C:11]1([H:29])[H:30])[C:5]([C:6]([N:7]([C:9]([C:10]2([H:27])[H:28])([H:25])[H:26])[C:8]([H:22])([H:23])[H:24])([H:20])[H:21])([H:18])[H:19])([H:17])[C:1]([H:14])([H:15])[H:16])[N:13]([H:32])[H:33],33,2,794,1
[H:31][C@@:12]1([C@@:2]([O:3][C:4]2([C:11]1([H:29])[H:30])[C:5]([C:6]([N:7]([C:9]([C:10]2([H:27])[H:28])([H:25])[H:26])[C:8]([H:22])([H:23])[H:24])([H:20])[H:21])([H:18])[H:19])([H:17])[C:1]([H:14])([H:15])[H:16])[N:13]([H:32])[H:33],33,2,794,2
[H:31][C@:12]1([C@:2]([O:3][C:4]2([C:11]1([H:29])[H:30])[C:5]([C:6]([N:7]([C:9]([C:10]2([H:27])[H:28])([H:25])[H:26])[C:8]([H:22])([H:23])[H:24])([H:20])[H:21])([H:18])[H:19])([H:17])[C:1]([H:14])([H:15])[H:16])[N:13]([H:32])[H:33],33,2,794,3
[H:18][C:3]1=[C:2]([S:14][C:5](=[C:4]1[H:19])[C:6]([H:20])([H:21])[N:7]([H:22])[C@@:8]([H:23])([C:9]([H:24])([H:25])[H:26])[C:10]([H:27])([H:28])[C@@:11]([H:29])([C:12]([H:30])([H:31])[H:32])[O:13][H:33])[C:1]([H:15])([H:16])[H:17],33,2,795,1
[H:18][C:3]1=[C:2]([S:14][C:5](=[C:4]1[H:19])[C:6]([H:20])([H:21])[N:7]([H:22])[C@:8]([H:23])([C:9]([H:24])([H:25])[H:26])[C:10]([H:27])([H:28])[C@@:11]([H:29])([C:12]([H:30])([H:31])[H:32])[O:13][H:33])[C:1]([H:15])([H:16])[H:17],33,2,795,2
[H:18][C:3]1=[C:2]([S:14][C:5](=[C:4]1[H:19])[C:6]([H:20])([H:21])[N:7]([H:22])[C@@:8]([H:23])([C:9]([H:24])([H:25])[H:26])[C:10]([H:27])([H:28])[C@:11]([H:29])([C:12]([H:30])([H:31])[H:32])[O:13][H:33])[C:1]([H:15])([H:16])[H:17],33,2,795,3
[H:18][C@@:3]1([C@:8]([C:7]([C:6]([C:5]([C:4]1([H:19])[H:20])([H:21])[H:22])([H:23])[H:24])([H:25])[H:26])([C:11]([H:31])([H:32])[C:12](=[O:13])[O:14][H:33])[C:9]([H:27])([H:28])[N:10]([H:29])[H:30])[O:2][C:1]([H:15])([H:16])[H:17],33,2,796,1
[H:18][C@:3]1([C@:8]([C:7]([C:6]([C:5]([C:4]1([H:19])[H:20])([H:21])[H:22])([H:23])[H:24])([H:25])[H:26])([C:11]([H:31])([H:32])[C:12](=[O:13])[O:14][H:33])[C:9]([H:27])([H:28])[N:10]([H:29])[H:30])[O:2][C:1]([H:15])([H:16])[H:17],33,2,796,2
[H:18][C@@:3]1([C@@:8]([C:7]([C:6]([C:5]([C:4]1([H:19])[H:20])([H:21])[H:22])([H:23])[H:24])([H:25])[H:26])([C:11]([H:31])([H:32])[C:12](=[O:13])[O:14][H:33])[C:9]([H:27])([H:28])[N:10]([H:29])[H:30])[O:2][C:1]([H:15])([H:16])[H:17],33,2,796,3
[H:24][C@@:7]1([C@:3]([C:4]([N:5]([C:6]1([H:22])[H:23])[H:21])([H:19])[H:20])([H:18])[O:2][C:1]([H:15])([H:16])[H:17])[N:8]([H:25])[C:9](=[O:10])[N:11]([H:26])[C:12]([H:27])([C:13]([H:28])([H:29])[H:30])[C:14]([H:31])([H:32])[H:33],33,2,797,1
[H:24][C@@:7]1([C@@:3]([C:4]([N:5]([C:6]1([H:22])[H:23])[H:21])([H:19])[H:20])([H:18])[O:2][C:1]([H:15])([H:16])[H:17])[N:8]([H:25])[C:9](=[O:10])[N:11]([H:26])[C:12]([H:27])([C:13]([H:28])([H:29])[H:30])[C:14]([H:31])([H:32])[H:33],33,2,797,2
[H:24][C@:7]1([C@:3]([C:4]([N:5]([C:6]1([H:22])[H:23])[H:21])([H:19])[H:20])([H:18])[O:2][C:1]([H:15])([H:16])[H:17])[N:8]([H:25])[C:9](=[O:10])[N:11]([H:26])[C:12]([H:27])([C:13]([H:28])([H:29])[H:30])[C:14]([H:31])([H:32])[H:33],33,2,797,3
[H:31][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:32])[H:33])[C@@:7]([H:27])([C@:5]([H:23])([C:6]([H:24])([H:25])[H:26])[N@:3]([C:4]([H:20])([H:21])[H:22])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[O:8][H:28])[H:29])[H:30],33,2,798,1
[H:31][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:32])[H:33])[C@@:7]([H:27])([C@:5]([H:23])([C:6]([H:24])([H:25])[H:26])[N@@:3]([C:4]([H:20])([H:21])[H:22])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[O:8][H:28])[H:29])[H:30],33,2,798,2
[H:31][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:32])[H:33])[C@@:7]([H:27])([C@@:5]([H:23])([C:6]([H:24])([H:25])[H:26])[N@:3]([C:4]([H:20])([H:21])[H:22])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[O:8][H:28])[H:29])[H:30],33,2,798,3
[H:31][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:32])[H:33])[C@@:7]([H:27])([C@@:5]([H:23])([C:6]([H:24])([H:25])[H:26])[N@@:3]([C:4]([H:20])([H:21])[H:22])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[O:8][H:28])[H:29])[H:30],33,2,798,4
[H:31][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:32])[H:33])[C@:7]([H:27])([C@:5]([H:23])([C:6]([H:24])([H:25])[H:26])[N@:3]([C:4]([H:20])([H:21])[H:22])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[O:8][H:28])[H:29])[H:30],33,2,798,5
[H:31][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:32])[H:33])[C@:7]([H:27])([C@:5]([H:23])([C:6]([H:24])([H:25])[H:26])[N@@:3]([C:4]([H:20])([H:21])[H:22])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[O:8][H:28])[H:29])[H:30],33,2,798,6
[H:31][c:12]1[c:11]([c:10]([c:9]([c:14]([c:13]1[H:32])[H:33])[C@:7]([H:27])([C@@:5]([H:23])([C:6]([H:24])([H:25])[H:26])[N@:3]([C:4]([H:20])([H:21])[H:22])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])[O:8][H:28])[H:29])[H:30],33,2,798,7
[H:28][C:11]1([C:12]([C:13]([N:9]([C:10]1([H:26])[H:27])[C:7](=[O:8])[C@@:5]([H:23])([C@:3]([H:19])([C:4]([H:20])([H:21])[H:22])[C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[N:6]([H:24])[H:25])([H:32])[H:33])([H:30])[H:31])[H:29],33,2,799,1
[H:28][C:11]1([C:12]([C:13]([N:9]([C:10]1([H:26])[H:27])[C:7](=[O:8])[C@@:5]([H:23])([C@@:3]([H:19])([C:4]([H:20])([H:21])[H:22])[C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[N:6]([H:24])[H:25])([H:32])[H:33])([H:30])[H:31])[H:29],33,2,799,2
[H:28][C:11]1([C:12]([C:13]([N:9]([C:10]1([H:26])[H:27])[C:7](=[O:8])[C@:5]([H:23])([C@:3]([H:19])([C:4]([H:20])([H:21])[H:22])[C:2]([H:17])([H:18])[C:1]([H:14])([H:15])[H:16])[N:6]([H:24])[H:25])([H:32])[H:33])([H:30])[H:31])[H:29],33,2,799,3
[H:23][C@@:8]1([C:14]([C@:12]([C:11]([C:10]([C:9]1([H:24])[H:25])([H:26])[H:27])([H:28])[H:29])([H:30])[O:13][H:31])([H:32])[H:33])[N:7]([H:22])[C:5](=[O:6])[C:4]([H:20])([H:21])[O:3][C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17],33,2,800,1
[H:23][C@:8]1([C:14]([C@:12]([C:11]([C:10]([C:9]1([H:24])[H:25])([H:26])[H:27])([H:28])[H:29])([H:30])[O:13][H:31])([H:32])[H:33])[N:7]([H:22])[C:5](=[O:6])[C:4]([H:20])([H:21])[O:3][C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17],33,2,800,2
[H:23][C@@:8]1([C:14]([C@@:12]([C:11]([C:10]([C:9]1([H:24])[H:25])([H:26])[H:27])([H:28])[H:29])([H:30])[O:13][H:31])([H:32])[H:33])[N:7]([H:22])[C:5](=[O:6])[C:4]([H:20])([H:21])[O:3][C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17],33,2,800,3
[H:19][c:4]1[c:3]([c:2]([c:7]([c:6]2[c:5]1[C@:13]([C:12]([C@:10]([N:9]2[H:23])([H:24])[C:11]([H:25])([H:26])[H:27])([H:28])[H:29])([H:30])[C:14]([H:31])([H:32])[H:33])[C:8]([H:20])([H:21])[H:22])[C:1]([H:15])([H:16])[H:17])[H:18],33,2,801,1
[H:19][c:4]1[c:3]([c:2]([c:7]([c:6]2[c:5]1[C@:13]([C:12]([C@@:10]([N:9]2[H:23])([H:24])[C:11]([H:25])([H:26])[H:27])([H:28])[H:29])([H:30])[C:14]([H:31])([H:32])[H:33])[C:8]([H:20])([H:21])[H:22])[C:1]([H:15])([H:16])[H:17])[H:18],33,2,801,2
[H:19][c:4]1[c:3]([c:2]([c:7]([c:6]2[c:5]1[C@@:13]([C:12]([C@:10]([N:9]2[H:23])([H:24])[C:11]([H:25])([H:26])[H:27])([H:28])[H:29])([H:30])[C:14]([H:31])([H:32])[H:33])[C:8]([H:20])([H:21])[H:22])[C:1]([H:15])([H:16])[H:17])[H:18],33,2,801,3
[H:30][C@@:11]1([C@@:13]([C@:4]([N:5]([C@@:6]([C@@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,1
[H:30][C@@:11]1([C@@:13]([C@@:4]([N:5]([C@@:6]([C@@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,2
[H:30][C@@:11]1([C@@:13]([C@:4]([N:5]([C@:6]([C@@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,3
[H:30][C@@:11]1([C@@:13]([C@@:4]([N:5]([C@:6]([C@@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,4
[H:30][C@@:11]1([C@@:13]([C@:4]([N:5]([C@@:6]([C@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,5
[H:30][C@@:11]1([C@@:13]([C@@:4]([N:5]([C@@:6]([C@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,6
[H:30][C@@:11]1([C@@:13]([C@:4]([N:5]([C@:6]([C@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,7
[H:30][C@@:11]1([C@@:13]([C@@:4]([N:5]([C@:6]([C@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,8
[H:30][C@:11]1([C@@:13]([C@:4]([N:5]([C@@:6]([C@@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,9
[H:30][C@:11]1([C@@:13]([C@@:4]([N:5]([C@@:6]([C@@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,10
[H:30][C@:11]1([C@@:13]([C@:4]([N:5]([C@:6]([C@@:9]1([H:28])[O:10][H:29])([H:24])[C:7]([H:25])([H:26])[O:8][H:27])[H:23])([H:22])[C:3]([H:20])([H:21])[C:2]([H:18])([H:19])[C:1]([H:15])([H:16])[H:17])([H:32])[O:14][H:33])[O:12][H:31],33,5,802,11
